Prov,Prefx,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,h49,h50,h51,h52,h53,h54,h55,h56,h57,h58,h59,h60,h61,h62,h63,h64,h65,h66,h67,h68,h69,h70,h71,h72,h73,h74,h75,h76,h77,h78,h79,h80,h81,h82,h83,h84,h85,h86,h87,h88,h89,h90,h91,h92,h93,h94,h95,h96,h97,h98,h99,h100,h101,h102,h103,h104,h105,h106,h107,h108,h109,h110,h111,h112,h113,h114,h115,h116,h117,h118,h119,h120,h121,h122,h123,h124,h125,h126,h127,h128,h129,h130,h131,h132,h133,h134,h135,h136,h137,h138,h139,h140,h141,h142,h143,h144,h145,h146,h147,h148,h149,h150,h151,h152,h153,h154,h155,h156,h157,h158,h159,h160,h161,h162,h163,h164,h165,h166,h167,h168,h169,h170,h171,h172,h173,h174,h175,h176,h177,h178,h179,h180,h181,h182,h183,h184,h185,h186,h187,h188,h189,h190,h191,h192,h193,h194,h195,h196,h197,h198,h199,h200,h201,h202,h203,h204,h205,h206,h207,h208,h209,h210,h211,h212,h213,h214,h215,h216,h217,h218,h219,h220,h221,h222,h223,h224,h225,h226,h227,h228,h229,h230,h231,h232,h233,h234,h235,h236,h237,h238,h239,h240,h241,h242,h243,h244,h245,h246,h247,h248,h249,h250,h251,h252,h253,h254,h255,h256,h257,h258,h259,h260,h261,h262,h263,h264,h265,h266,h267,h268,h269,h270,h271,h272,h273,h274,h275,h276,h277,h278,h279,h280,h281,h282,h283,h284,h285,h286,h287,h288
Hubei,Qianjiang,0,0,0,0,0,0,0,0.035051168,0.174934371,0.298846496,0.402073415,0.465329255,0.485066741,0.460933259,0.377805339,0.283972191,0.164780868,0.042015573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052274631,0.169288177,0.292619458,0.394110837,0.459400246,0.478729064,0.455860838,0.380938424,0.295807882,0.187711823,0.072698276,0.002779557,0,0,0,0,0,0,0,0,0,0,0,0.003373749,0.071344828,0.19205228,0.313786429,0.411281424,0.46939822,0.483035595,0.456434928,0.380212458,0.298646274,0.19623693,0.088013348,0.009915462,0,0,0,0,0,0,0,0,0,0,3.45E-05,0.024241379,0.094731034,0.217387356,0.333256322,0.420898851,0.469768965,0.478065517,0.450822988,0.377845977,0.297227586,0.197631035,0.0967,0.017445977,0,0,0,0,0,0,0,0,0,0,0.0026396,0.035860957,0.10516129,0.222167964,0.327328142,0.405068966,0.44925139,0.454878754,0.428699666,0.358814238,0.286030033,0.197212458,0.104429366,0.026651835,0.000520578,0,0,0,0,0,0,0,0,0,0.004665517,0.033801149,0.099724138,0.209648276,0.309906897,0.385356322,0.426214943,0.436577011,0.419243678,0.359883908,0.292847126,0.206151724,0.113213793,0.035535632,0.002508046,0,0,0,0,0,0,0,0,0,0.001907675,0.030111235,0.095884316,0.209012236,0.315302558,0.396112347,0.444067853,0.458391546,0.441686318,0.390370412,0.32160178,0.229462736,0.127754171,0.039863181,0.002806452,0,0,0,0,0,0,0,0,0,2.45E-05,0.026573971,0.095933259,0.218494994,0.334896552,0.423604004,0.475936596,0.489868743,0.468537264,0.410433815,0.332150167,0.231185762,0.118951057,0.028412681,0.000443826,0,0,0,0,0,0,0,0,0,0,0.015190805,0.097729885,0.221028736,0.337744828,0.429904598,0.482275862,0.49148046,0.459985057,0.381982759,0.296624138,0.191054023,0.080871264,0.007804598,0,0,0,0,0,0,0,0,0,0,0,0.008487208,0.123735261,0.234339266,0.34553059,0.42598554,0.469682981,0.468998888,0.430149055,0.348254727,0.25278198,0.140825362,0.035028921,9.34E-05,0,0,0,0,0,0,0,0,0,0,0,0.000712644,0.11507931,0.232187356,0.334456322,0.416803448,0.464618391,0.465029885,0.424310345,0.340416092,0.232944828,0.109465517,0.01194023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057858732,0.214912125,0.327827586,0.423839822,0.480457175,0.489644049,0.452743048,0.362954394,0.254878754,0.122878754,0.013656285,0,0,0,0,0,0
Hubei,Shennongjia,0,0,0,0,0,0,0,0.015780868,0.177632925,0.321220245,0.443338154,0.521969967,0.545152392,0.518368187,0.432952169,0.327760845,0.199278087,0.058679644,6.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.037960591,0.172504926,0.316759852,0.438428571,0.51412069,0.5403867,0.513710591,0.428589901,0.33510468,0.220612069,0.095545567,0.006681035,0,0,0,0,0,0,0,0,0,0,0,0.001677419,0.065331479,0.199502781,0.336224694,0.444230256,0.509201335,0.526612903,0.496708565,0.422022247,0.336177976,0.227007786,0.110812013,0.017359288,0,0,0,0,0,0,0,0,0,0,0,0.020518391,0.087655172,0.219793103,0.346394253,0.444395402,0.498809195,0.509294253,0.48058046,0.410926437,0.331205747,0.225493103,0.118432184,0.027787356,8.62E-05,0,0,0,0,0,0,0,0,0,0.001542825,0.035836485,0.096183537,0.21883871,0.332452725,0.415968854,0.461310345,0.46789099,0.440986652,0.379685206,0.304201335,0.214627364,0.120600667,0.037646274,0.001766407,0,0,0,0,0,0,0,0,0,0.00342069,0.03554023,0.096786207,0.21365977,0.325537931,0.40855977,0.455017241,0.464244828,0.440512644,0.373377011,0.302872414,0.218147126,0.127670115,0.046905747,0.004722989,0,0,0,0,0,0,0,0,0,0.001004449,0.027893215,0.084189099,0.198678532,0.312126807,0.398458287,0.453444939,0.463697442,0.446296997,0.381895439,0.312025584,0.223307008,0.130572859,0.048690768,0.004976641,0,0,0,0,0,0,0,0,0,0,0.02145495,0.079358176,0.197790879,0.315529477,0.404895439,0.460929922,0.476305895,0.452786429,0.395028921,0.315646274,0.222968854,0.123252503,0.036770857,0.001313682,0,0,0,0,0,0,0,0,0,0,0.009344828,0.078097701,0.195089655,0.306981609,0.392113793,0.440701149,0.448755172,0.419889655,0.355357471,0.278411494,0.184247126,0.085912644,0.01203908,0,0,0,0,0,0,0,0,0,0,0,0.003279199,0.101145717,0.212777531,0.319998888,0.402452725,0.445333704,0.444780868,0.405322581,0.33198109,0.24519911,0.14494772,0.042665183,0.000461624,0,0,0,0,0,0,0,0,0,0,0,0,0.08247931,0.230689655,0.336683908,0.422668966,0.469173563,0.46904023,0.425494253,0.3424,0.241197701,0.122232184,0.017439081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030446051,0.219177976,0.339765295,0.444640712,0.507353726,0.518583982,0.480301446,0.388358176,0.276697442,0.142137931,0.020139043,0,0,0,0,0,0
Hubei,Shiyan,0,0,0,0,0,0,0,0.014836485,0.17394327,0.31494327,0.434235817,0.514078977,0.542798665,0.520063404,0.440764182,0.334301446,0.198912124,0.055222469,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.037581281,0.168110838,0.310163793,0.430495074,0.508834975,0.540366995,0.522385468,0.445368227,0.347965517,0.228785714,0.095818966,0.005976601,0,0,0,0,0,0,0,0,0,0,0,0.001860957,0.064942158,0.195967742,0.331249166,0.440614016,0.508676307,0.535110122,0.510409344,0.437428254,0.348921023,0.236172414,0.114886541,0.017156841,0,0,0,0,0,0,0,0,0,0,0,0.021228736,0.087691954,0.21903908,0.344347126,0.442749425,0.502349425,0.518187356,0.494386207,0.425212644,0.342429885,0.236837931,0.12351954,0.028493103,0.000108046,0,0,0,0,0,0,0,0,0,0.002044494,0.035573971,0.097299221,0.217839822,0.329936596,0.415166852,0.462242492,0.474644049,0.449368187,0.387021135,0.314862069,0.221685206,0.124230256,0.038519466,0.001878754,0,0,0,0,0,0,0,0,0,0.004255172,0.035072414,0.096333333,0.210894253,0.319032184,0.399745977,0.451478161,0.46748046,0.449468966,0.390737931,0.318496552,0.230698851,0.133367816,0.048763218,0.005026437,0,0,0,0,0,0,0,0,0,0.001354839,0.026002225,0.077883204,0.179216908,0.279332592,0.361882091,0.419411568,0.443313682,0.436004449,0.391110122,0.322269188,0.231301446,0.133978865,0.049045606,0.005078977,0,0,0,0,0,0,0,0,0,0,0.019987764,0.072339266,0.177525028,0.281135706,0.364450501,0.421501669,0.44752614,0.439322581,0.393323693,0.323391546,0.228525028,0.124523915,0.036536151,0.001331479,0,0,0,0,0,0,0,0,0,0,0.00952069,0.075602299,0.183941379,0.291834483,0.377133333,0.42538046,0.439091954,0.417754023,0.354667816,0.279164368,0.184654023,0.084982759,0.011618391,0,0,0,0,0,0,0,0,0,0,0,0.003555061,0.100547275,0.209005562,0.316493882,0.399317019,0.443359288,0.445997775,0.409307008,0.339214683,0.249750834,0.144155729,0.040727475,0.000401557,0,0,0,0,0,0,0,0,0,0,0,5.75E-06,0.079043678,0.222965517,0.326206896,0.412606897,0.462152874,0.466417241,0.42696092,0.342965517,0.240797701,0.118555172,0.015512644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028302558,0.213406007,0.330793103,0.434202447,0.497813126,0.513626251,0.480344828,0.395084538,0.280205784,0.139324805,0.017591769,0,0,0,0,0,0
Hubei,Suizhou,0,0,0,0,0,0,0,0.037533927,0.200835373,0.342707453,0.455073415,0.523711902,0.542728587,0.516604004,0.422995551,0.316575083,0.179062291,0.040645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060565271,0.195651478,0.337342364,0.450868227,0.522115763,0.544520936,0.51837069,0.428543103,0.331932266,0.206812808,0.076118227,0.00203202,0,0,0,0,0,0,0,0,0,0,0,0.004430478,0.084337041,0.22139822,0.353923248,0.460144605,0.522200222,0.536559511,0.507686318,0.424636263,0.33180089,0.216708565,0.094749722,0.009637375,0,0,0,0,0,0,0,0,0,0,0.00014023,0.028574713,0.110332184,0.246156322,0.370618391,0.461977012,0.513589655,0.520524138,0.487634483,0.410601149,0.323565517,0.217462069,0.1055,0.018434483,0,0,0,0,0,0,0,0,0,0,0.004154616,0.039114572,0.119493882,0.245322581,0.357307008,0.436441602,0.477466073,0.482480534,0.450629589,0.376512792,0.298176863,0.205370412,0.108070078,0.027680756,0.000631813,0,0,0,0,0,0,0,0,0,0.007029885,0.03731954,0.112289655,0.228217241,0.336324138,0.412547126,0.455116092,0.465886207,0.44384023,0.37861954,0.305621839,0.21398046,0.117968965,0.037182759,0.002829885,0,0,0,0,0,0,0,0,0,0.002956619,0.030173526,0.098149054,0.208320356,0.311642937,0.388688543,0.434638487,0.448084538,0.430685206,0.380375973,0.309614016,0.217570634,0.120081201,0.037731924,0.002899889,0,0,0,0,0,0,0,0,0,0.000186874,0.027610679,0.098795328,0.218983315,0.332245829,0.416668521,0.463527252,0.473830923,0.451944383,0.394273637,0.316232481,0.215807564,0.109577308,0.026197998,0.000437152,0,0,0,0,0,0,0,0,0,0,0.017203448,0.104275862,0.229655173,0.348733333,0.437629885,0.484783908,0.487212644,0.453608046,0.376651724,0.291727586,0.186254023,0.078002299,0.007089655,0,0,0,0,0,0,0,0,0,0,0,0.00972525,0.134441602,0.253072303,0.367532814,0.450179088,0.491389321,0.490523915,0.448231368,0.363483871,0.261667408,0.141973304,0.032571746,4.56E-05,0,0,0,0,0,0,0,0,0,0,0,0.000748276,0.124862069,0.257658621,0.365543678,0.448767816,0.49093908,0.49265977,0.449298851,0.355558621,0.241870115,0.108818391,0.009513793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059808676,0.238699666,0.360186874,0.459948832,0.516812013,0.524715239,0.484457175,0.389439377,0.269197998,0.12366852,0.010439377,0,0,0,0,0,0
Hubei,Tianmen,0,0,0,0,0,0,0,0.038570634,0.183884316,0.313275862,0.418432703,0.480912125,0.499452725,0.473433815,0.38514238,0.289096774,0.165657397,0.040102336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056496305,0.177647783,0.305560345,0.409183498,0.474328818,0.494619458,0.469070197,0.387827586,0.300307882,0.189109606,0.071512315,0.002243842,0,0,0,0,0,0,0,0,0,0,0,0.003971079,0.076322581,0.201229144,0.325648498,0.424764182,0.482338154,0.495751947,0.464906563,0.387235818,0.302674082,0.198286986,0.087416018,0.009166852,0,0,0,0,0,0,0,0,0,0,9.08E-05,0.025874713,0.10068046,0.227410345,0.345378161,0.433142529,0.479247126,0.485181609,0.456371264,0.382033333,0.299614942,0.199001149,0.096272414,0.016685058,0,0,0,0,0,0,0,0,0,0,0.003231368,0.036931034,0.111136819,0.230353726,0.336393771,0.414724138,0.45779644,0.461500556,0.434470523,0.361879867,0.286753059,0.196230256,0.102886541,0.025810901,0.000466073,0,0,0,0,0,0,0,0,0,0.005545977,0.034543678,0.103762069,0.214981609,0.315717241,0.390764368,0.431748276,0.442201149,0.421234483,0.360132184,0.293634483,0.205924138,0.112257471,0.03462069,0.002386207,0,0,0,0,0,0,0,0,0,0.002342603,0.03047386,0.098332592,0.210686318,0.316191324,0.396726363,0.443494994,0.455805339,0.43830812,0.386539488,0.31531257,0.223634038,0.12345495,0.03810901,0.00265406,0,0,0,0,0,0,0,0,0,0.000105673,0.027647386,0.099153504,0.221283649,0.337097887,0.425708565,0.475902114,0.48959733,0.465756396,0.406225806,0.327671858,0.226362625,0.115416018,0.027034483,0.000388209,0,0,0,0,0,0,0,0,0,0,0.016742529,0.102772414,0.228395402,0.345163218,0.43672069,0.486750575,0.49387931,0.458665517,0.381333333,0.296356322,0.189289655,0.078636782,0.00709885,0,0,0,0,0,0,0,0,0,0,0,0.009741936,0.129503893,0.243219132,0.354753059,0.438035595,0.479956618,0.47716129,0.436847609,0.352626251,0.254041157,0.139863181,0.033224694,6.56E-05,0,0,0,0,0,0,0,0,0,0,0,0.000914942,0.122629885,0.242190805,0.345321839,0.427703448,0.473873563,0.474083908,0.430716092,0.34405977,0.234787356,0.107944828,0.010608046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062371524,0.223193548,0.33919911,0.435114572,0.490562848,0.499867631,0.461914349,0.369193548,0.256854283,0.121245829,0.012054505,0,0,0,0,0,0
Hubei,Wuhan,0,0,0,0,0,0,0,0.051551724,0.189299221,0.313642937,0.41405673,0.475344828,0.490587319,0.461855395,0.370024472,0.273010011,0.151068966,0.031802002,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-05,0.064068966,0.183323892,0.308216749,0.408051724,0.46848399,0.483883005,0.45807266,0.374008621,0.285325123,0.175778325,0.061293103,0.00103202,0,0,0,0,0,0,0,0,0,0,0,0.005875417,0.083664071,0.207652948,0.328428254,0.424060067,0.48303337,0.489361513,0.459852058,0.380624027,0.291499444,0.185704116,0.077745273,0.006355951,0,0,0,0,0,0,0,0,0,0,0.000250575,0.028663219,0.109218391,0.23526092,0.350895402,0.438486207,0.483558621,0.486256322,0.454164368,0.376267816,0.293297701,0.190502299,0.087901149,0.012804598,0,0,0,0,0,0,0,0,0,0,0.004692992,0.036926585,0.117456062,0.236240267,0.343371524,0.419946607,0.459159066,0.4630901,0.431092325,0.360087875,0.284627364,0.191423804,0.095512792,0.021352614,0.000186874,0,0,0,0,0,0,0,0,0,0.00731954,0.034575862,0.107502299,0.214372414,0.31164023,0.384101149,0.425667816,0.436983908,0.414998851,0.353842529,0.285091954,0.196931035,0.10524023,0.029556322,0.001613793,0,0,0,0,0,0,0,0,0,0.003568409,0.03165406,0.105610678,0.21796218,0.321232481,0.401496107,0.445944383,0.457123471,0.440017798,0.388145718,0.313499444,0.216776418,0.115048943,0.032323693,0.001823137,0,0,0,0,0,0,0,0,0,0.000391546,0.030058954,0.107931034,0.229272525,0.344163515,0.431208009,0.47934594,0.490755284,0.465785317,0.404931035,0.32361624,0.21705673,0.105929922,0.021771969,0.00016129,0,0,0,0,0,0,0,0,0,0,0.021436782,0.113841379,0.242112644,0.359795402,0.450426437,0.497789655,0.501568965,0.466613793,0.388148276,0.297906897,0.185448276,0.072681609,0.005032184,0,0,0,0,0,0,0,0,0,0,0,0.014022247,0.137701891,0.253837597,0.368577308,0.452387097,0.494285873,0.490690767,0.443038932,0.35476752,0.251866518,0.133271413,0.027975528,0,0,0,0,0,0,0,0,0,0,0,0,0.002191954,0.142466667,0.249311494,0.353418391,0.432972414,0.475166667,0.474797701,0.426306897,0.338337931,0.226818391,0.099428736,0.007462069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079609566,0.22985762,0.344362625,0.43670634,0.488208009,0.49641713,0.457134594,0.364032258,0.248992214,0.111537264,0.008319244,0,0,0,0,0,0
Hubei,Xiangyang,0,0,0,0,0,0,0,0.025208009,0.188882091,0.332377086,0.448807564,0.523458287,0.546822025,0.523067853,0.43609455,0.328460512,0.191163515,0.048666296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049589901,0.184419951,0.32744335,0.445226601,0.520323892,0.54637931,0.524314039,0.442124384,0.344006158,0.220576355,0.087554187,0.00379803,0,0,0,0,0,0,0,0,0,0,0,0.002925473,0.075245829,0.210676307,0.344974416,0.452995551,0.516934372,0.539249166,0.512073415,0.434066741,0.341704116,0.227907675,0.105638487,0.013232481,0,0,0,0,0,0,0,0,0,0,3.22E-05,0.025108046,0.0998,0.233937931,0.359008046,0.454266667,0.509037931,0.519972414,0.492106897,0.419955172,0.335877012,0.228731034,0.115004598,0.023194253,0,0,0,0,0,0,0,0,0,0,0.002959956,0.037844271,0.10943604,0.233372636,0.345239155,0.428476085,0.472700779,0.480062291,0.450665184,0.38187208,0.307058954,0.214044494,0.115983315,0.032825361,0.001166852,0,0,0,0,0,0,0,0,0,0.005488506,0.036895402,0.105790805,0.222497701,0.330790805,0.408452874,0.456521839,0.468150575,0.449414942,0.385194253,0.31232069,0.222910345,0.125605747,0.0428,0.003814943,0,0,0,0,0,0,0,0,0,0.002057842,0.028696329,0.089317019,0.196264739,0.29694772,0.375370412,0.425561735,0.444858732,0.431359288,0.383294772,0.314221357,0.223562848,0.126969967,0.043210234,0.003893215,0,0,0,0,0,0,0,0,0,3.11E-05,0.024050056,0.085952169,0.198486096,0.306842047,0.390373749,0.441813126,0.459250278,0.444771969,0.392163515,0.317575083,0.221115684,0.117062291,0.031040045,0.000796441,0,0,0,0,0,0,0,0,0,0,0.012967816,0.090024138,0.207054023,0.320055172,0.40616092,0.453911494,0.46273908,0.434264368,0.366229885,0.286845977,0.186934483,0.082213793,0.009244828,0,0,0,0,0,0,0,0,0,0,0,0.006159066,0.119210234,0.233430478,0.344317019,0.42743604,0.470067853,0.470907675,0.431727475,0.354140156,0.258902113,0.145176863,0.037190211,0.00016574,0,0,0,0,0,0,0,0,0,0,0,0.000206897,0.102456322,0.243375862,0.349844827,0.434766667,0.481794253,0.483928736,0.44197931,0.351831035,0.243073563,0.11475977,0.012581609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043328142,0.227840934,0.350006674,0.451921023,0.512160178,0.52296218,0.485239155,0.395925473,0.277649611,0.133349277,0.014190211,0,0,0,0,0,0
Hubei,Xianning,0,0,0,0,0,0,0,0.049310345,0.171587319,0.284538376,0.37783426,0.436796441,0.452461624,0.424598443,0.337187987,0.249476085,0.140912125,0.032048943,0,0,0,0,0,0,0,0,0,0,0,0,6.16E-06,0.058448276,0.166759852,0.281318966,0.37487069,0.431336207,0.447721675,0.420498768,0.339651478,0.261394089,0.16182266,0.058400246,0.001277094,0,0,0,0,0,0,0,0,0,0,0,0.005050056,0.075241379,0.187957731,0.29728921,0.386166852,0.441734149,0.451612903,0.421197998,0.341203559,0.264440489,0.169011123,0.07214238,0.006219132,0,0,0,0,0,0,0,0,0,0,0.000145977,0.025822989,0.098293104,0.214791954,0.325873563,0.407917241,0.452396552,0.455554023,0.424218391,0.348347126,0.271556322,0.176510345,0.082301149,0.012113793,0,0,0,0,0,0,0,0,0,0,0.003659622,0.034120133,0.106382647,0.217119021,0.319731924,0.396738598,0.43296218,0.435952169,0.407978865,0.343369299,0.271025584,0.182864294,0.092225806,0.020510567,0.000151279,0,0,0,0,0,0,0,0,0,0.005834483,0.032465517,0.099817241,0.202655172,0.296689655,0.365497701,0.4035,0.413231035,0.39504023,0.337690805,0.272063218,0.189116092,0.100150575,0.027944828,0.001410345,0,0,0,0,0,0,0,0,0,0.00294772,0.03236485,0.106922136,0.22201446,0.328043382,0.410136819,0.456424916,0.468918799,0.447899889,0.38958287,0.313703003,0.21441713,0.113330367,0.031968854,0.001689655,0,0,0,0,0,0,0,0,0,0.000231368,0.029754171,0.106313682,0.22879644,0.344253615,0.431662959,0.478739711,0.487685206,0.46259733,0.399087875,0.315290323,0.209788654,0.102102336,0.021342603,0.000135706,0,0,0,0,0,0,0,0,0,0,0.020337931,0.111114943,0.237537931,0.355109195,0.442094253,0.486947127,0.488825287,0.45365977,0.377634483,0.288336782,0.180111494,0.07144023,0.005127586,0,0,0,0,0,0,0,0,0,0,0,0.013412681,0.131034483,0.243457175,0.35548832,0.438874305,0.481119021,0.47659733,0.432666296,0.344290323,0.246431591,0.132047831,0.028869855,1.11E-06,0,0,0,0,0,0,0,0,0,0,0,0.002313793,0.136833333,0.23586092,0.335682759,0.414866667,0.455051724,0.453573563,0.409695402,0.323910345,0.21915977,0.098331034,0.008598851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080072303,0.219403782,0.330357063,0.419373749,0.471243604,0.477117909,0.439388209,0.347665184,0.239939933,0.110450501,0.009914349,0,0,0,0,0,0
Hubei,Xiantao,0,0,0,0,0,0,0,0.042315907,0.178573971,0.300216908,0.400522803,0.462193548,0.480404894,0.453233593,0.364858732,0.273441602,0.155419355,0.036539488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057346059,0.172923645,0.295711823,0.393955665,0.45520936,0.473971675,0.449243842,0.369646552,0.285293103,0.178834975,0.066517241,0.001804187,0,0,0,0,0,0,0,0,0,0,0,0.004361513,0.075973304,0.196,0.314529477,0.409666296,0.467501669,0.47850723,0.448573971,0.371499444,0.289552836,0.187705228,0.08160178,0.00796663,0,0,0,0,0,0,0,0,0,0,0.000112644,0.025886207,0.099928736,0.223073563,0.338216092,0.424025288,0.469136782,0.474977011,0.446047126,0.372134483,0.290701149,0.19118046,0.091094253,0.014867816,0,0,0,0,0,0,0,0,0,0,0.003414906,0.035956618,0.109645161,0.226106785,0.331397108,0.409258065,0.450553949,0.455124583,0.426533927,0.356258064,0.283196885,0.19270634,0.099096774,0.023794216,0.000332592,0,0,0,0,0,0,0,0,0,0.005673563,0.033801149,0.102432184,0.209913793,0.3078,0.380693103,0.422363218,0.433117241,0.412916092,0.35354023,0.287654023,0.200847126,0.108666667,0.032118391,0.002014943,0,0,0,0,0,0,0,0,0,0.002537264,0.031094549,0.101169077,0.213837597,0.318946607,0.401363737,0.447850945,0.461063404,0.44471079,0.392477197,0.318045606,0.223466073,0.121381535,0.036085651,0.002290323,0,0,0,0,0,0,0,0,0,0.000144605,0.028461624,0.101520578,0.223248053,0.339367075,0.428728587,0.479525028,0.493025584,0.468342603,0.408041157,0.32740267,0.224068966,0.112181313,0.025077864,0.000271413,0,0,0,0,0,0,0,0,0,0,0.017971264,0.105306897,0.231267816,0.347942529,0.439109195,0.489725287,0.495756322,0.461054023,0.38338046,0.296496552,0.187739081,0.076521839,0.006345977,0,0,0,0,0,0,0,0,0,0,0,0.010927697,0.129491657,0.241487208,0.353359288,0.437300334,0.480211346,0.477568409,0.435412681,0.350893215,0.251645161,0.137338153,0.031562848,3.23E-05,0,0,0,0,0,0,0,0,0,0,0,0.001296552,0.126434483,0.236971264,0.338508046,0.419706896,0.464426437,0.465696552,0.422027586,0.336178161,0.228811494,0.104218391,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068231368,0.219883204,0.333562848,0.426365962,0.480846496,0.489491657,0.452105673,0.360290323,0.25014238,0.116808676,0.011129032,0,0,0,0,0,0
Hubei,Xiaogan,0,0,0,0,0,0,0,0.046010011,0.193790879,0.324899889,0.429798665,0.492474972,0.508317019,0.480583982,0.389011123,0.288707453,0.161361513,0.035592881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062938424,0.187431035,0.317858374,0.422463054,0.486248769,0.504174877,0.478043104,0.39277463,0.300584975,0.186857143,0.067062808,0.001435961,0,0,0,0,0,0,0,0,0,0,0,0.005155729,0.083509455,0.212211346,0.337807564,0.436611791,0.495624027,0.504249166,0.473849833,0.393202447,0.30371079,0.195196885,0.083681869,0.00760178,0,0,0,0,0,0,0,0,0,0,0.000177011,0.028382759,0.108845977,0.238196552,0.357493103,0.446218391,0.491422988,0.494152874,0.463227586,0.385235632,0.301198851,0.197449425,0.093181609,0.014828736,0,0,0,0,0,0,0,0,0,0,0.004315907,0.037941046,0.118325918,0.239856507,0.347986652,0.424991101,0.464972191,0.467536151,0.436649611,0.363604004,0.287404894,0.194016685,0.098887653,0.023550612,0.000329255,0,0,0,0,0,0,0,0,0,0.006962069,0.035452874,0.10877931,0.219013793,0.319622988,0.393874713,0.436863218,0.445457471,0.422348276,0.359432184,0.290798851,0.202193103,0.109721839,0.032281609,0.002058621,0,0,0,0,0,0,0,0,0,0.00318465,0.031186874,0.102817575,0.214482759,0.318097886,0.397956618,0.442536151,0.453889878,0.436942158,0.38532703,0.311505006,0.218596218,0.11794327,0.034926585,0.00225139,0,0,0,0,0,0,0,0,0,0.000265851,0.029272525,0.104879867,0.226934371,0.342288098,0.429717464,0.477440489,0.488562848,0.461994438,0.401650723,0.322899889,0.219502781,0.109713014,0.02405673,0.000242492,0,0,0,0,0,0,0,0,0,0,0.01965977,0.11087931,0.239372414,0.356790805,0.446613793,0.494671264,0.498532184,0.463502299,0.384366667,0.296628736,0.187081609,0.075475862,0.005902299,0,0,0,0,0,0,0,0,0,0,0,0.012183537,0.137562848,0.254314794,0.368397108,0.452107898,0.494378198,0.490474972,0.444761958,0.356887653,0.255374861,0.136975528,0.030171301,8.90E-06,0,0,0,0,0,0,0,0,0,0,0,0.001491954,0.136110345,0.252803448,0.3578,0.438782759,0.482187356,0.481677011,0.434771264,0.345135632,0.233463218,0.104012644,0.008541379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071846496,0.232957731,0.349845384,0.444865406,0.498780868,0.506976641,0.467095662,0.373102336,0.256816463,0.116944383,0.009498331,0,0,0,0,0,0
